FlightDate,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay,Distance,Cancelled
2024-07-24,DL,12478,11433,38,43,898,0
2024-04-16,AA,14057,12478,50,62,1264,0
2025-10-26,DL,13930,14057,13,30,578,0
2024-03-22,DL,13930,11193,0,-6,2688,0
2025-02-08,AS,10397,15016,36,37,749,0
2025-06-01,DL,12892,10397,42,51,2217,0
2024-12-31,AS,13303,12266,22,18,2503,0
2024-08-15,DL,14869,13303,-2,13,640,0
2024-09-29,WN,15016,13303,76,88,2515,0
2024-11-19,UA,13303,14869,48,56,1441,0
2025-11-14,F9,11433,12266,56,65,2088,0
2024-10-27,AS,15016,14771,-3,16,824,0
2025-04-12,F9,12478,13930,27,18,1060,0
2025-08-29,WN,13303,11298,-2,1,665,0
2025-01-10,UA,14057,13303,57,68,902,0
2025-06-13,WN,14771,13303,50,62,1096,0
2024-08-25,DL,14107,11298,10,16,2819,0
2024-01-12,AA,10397,11193,30,50,2858,0
2025-06-14,NK,12266,15016,31,34,281,0
2024-01-16,WN,11298,12478,46,49,1404,0
2024-11-15,F9,12892,14107,37,41,1157,0
2025-07-29,AA,14107,14869,29,42,926,0
2025-11-17,B6,11298,13204,12,15,626,0
2024-06-08,WN,14771,14869,48,38,1743,0
2025-05-05,AA,12266,13930,53,65,2358,0
2025-11-25,AS,13204,12266,43,34,1378,0
2025-03-18,WN,14107,13303,61,68,224,0
2024-06-17,NK,12478,15016,43,51,1032,0
2024-06-06,WN,11298,14057,-3,17,1953,0
2025-08-26,NK,12478,11433,113,131,317,0
2025-06-27,F9,14771,12266,51,43,246,0
2024-10-15,WN,14057,12892,66,56,1533,0
2025-11-12,UA,11298,13303,44,57,1343,0
2025-10-27,B6,14771,13204,6,26,865,0
2024-02-17,AS,13204,11193,14,21,2551,0
2024-09-27,F9,10397,15016,47,59,786,0
2025-03-21,DL,13930,11433,3,19,551,0
2025-11-01,F9,14057,14771,82,76,2213,0
2024-03-03,WN,11433,15016,-3,7,2893,0
2025-10-14,DL,13930,14771,18,12,1091,1
2024-02-28,UA,11298,12478,47,39,667,0
2025-02-15,AS,11193,13303,25,44,2920,0
2024-09-24,AS,13303,13930,42,44,1000,0
2024-06-10,F9,13204,11193,32,22,2899,0
2025-10-31,DL,14057,11193,2,4,209,0
2024-12-19,F9,14107,14057,18,26,1855,0
2025-09-11,DL,14869,14771,26,16,1172,0
2025-09-08,WN,13303,10397,41,49,413,0
2025-07-03,B6,12478,14869,75,82,2597,0
2024-02-29,DL,11298,11193,40,39,2299,0
2024-05-09,DL,14771,14107,42,60,2890,0
2024-03-21,DL,14869,13303,25,27,758,0
2025-09-29,UA,14869,13930,-9,-1,210,0
2024-12-16,AS,11298,14869,0,2,2693,0
2024-12-05,WN,15016,13930,74,66,1001,0
2024-09-13,AA,14057,13303,5,-1,801,0
2025-01-22,WN,13303,15016,-5,-8,883,0
2024-12-10,AA,11433,13303,18,20,2907,0
2024-07-14,NK,13303,10397,28,30,2050,0
2025-09-16,AS,14771,14107,35,49,2035,0
2024-02-09,DL,13303,13204,0,19,1263,0
2024-02-09,AA,11298,11193,34,44,2679,0
2024-10-01,F9,11433,13204,32,46,2169,0
2024-05-09,DL,12892,13303,35,39,250,0
2025-08-04,UA,12266,12478,43,62,2594,0
2024-07-13,DL,14771,13204,18,35,2509,0
2025-09-01,DL,12478,10397,-1,10,2125,0
2024-10-14,NK,10397,11193,41,49,1727,0
2025-04-08,AA,13303,11193,0,14,1050,0
2024-11-19,AS,14771,14869,28,44,1176,0
2024-12-12,DL,14869,13204,-1,2,1506,0
2024-09-29,WN,12892,13204,42,51,2860,0
2024-10-05,WN,11193,13930,78,89,636,0
2024-03-24,UA,11433,13303,47,37,1033,0
2024-12-01,AS,12892,12478,43,57,1713,0
2024-11-04,NK,12266,14869,109,109,2058,0
2024-12-24,UA,11433,13204,54,45,2255,0
2025-07-11,F9,12266,13930,82,99,409,0
2024-05-26,WN,12892,13303,6,4,1604,1
2025-01-28,WN,14869,13204,25,18,2092,0
2025-09-12,B6,13303,14057,18,16,2524,1
2024-01-22,NK,12892,14107,43,59,820,0
2024-06-14,F9,13204,13303,41,60,1227,0
2025-07-09,B6,14869,14107,-6,-12,355,0
2024-08-12,AA,12478,14057,16,25,217,0
2024-07-31,F9,13204,13930,85,85,2794,0
2024-09-01,NK,11193,11433,49,54,350,1
2025-05-01,NK,12266,13303,46,42,2704,0
2024-02-03,WN,14771,10397,14,13,2115,0
2024-05-02,B6,14057,12266,71,77,593,0
2024-03-10,B6,11298,14107,18,15,2475,0
2024-04-07,NK,14771,12266,98,102,2511,0
2024-10-23,AA,14107,13303,30,50,782,0
2024-04-17,F9,14057,12478,83,100,514,0
2025-07-27,UA,14771,10397,-10,-5,815,0
2025-02-24,UA,14057,11193,33,34,2671,0
2025-03-27,NK,14107,14869,-1,13,544,0
2024-11-13,AS,11193,14771,45,60,1080,0
2025-02-25,NK,11433,14771,80,77,2119,0
2024-10-13,DL,11298,11433,26,25,2665,0
2024-08-02,WN,11193,13303,73,63,1224,0
2024-04-08,NK,15016,12892,119,135,1613,0
2024-01-16,B6,14057,12266,31,48,2599,0
2024-05-19,UA,11193,10397,-2,10,1965,0
2025-04-12,F9,11298,14107,93,108,520,0
2025-01-08,DL,12892,13930,9,5,2139,0
2025-08-31,AS,12892,15016,20,30,2555,0
2025-04-02,WN,13930,11433,21,27,2090,0
2024-02-18,F9,14057,15016,73,73,1015,0
2025-11-28,UA,11433,10397,13,30,1911,0
2024-01-03,WN,14107,12892,51,57,1465,0
2024-11-26,NK,10397,11193,2,-5,509,0
2024-07-31,NK,13303,12892,-4,8,1158,0
2024-09-20,AA,13204,13303,6,7,2859,0
2025-03-27,AS,11193,13204,28,40,1604,0
2025-05-17,DL,12478,10397,19,27,550,0
2025-02-05,WN,12266,14771,74,73,2139,0
2025-09-09,DL,14771,14107,-10,5,781,0
2025-10-10,DL,10397,14107,34,24,1089,0
2024-08-01,F9,13303,14869,70,89,352,0
2025-02-13,NK,14057,11298,1,5,976,0
2024-05-10,UA,14057,12266,9,4,1138,0
2024-12-28,WN,11298,13303,20,36,1092,0
2024-07-26,NK,13930,13303,76,77,987,0
2024-03-15,WN,11193,14869,46,39,2752,1
2024-03-26,F9,14869,13303,18,25,573,1
2025-03-05,AS,11433,14869,24,43,1426,0
2024-07-21,B6,15016,12478,48,46,410,1
2025-08-08,F9,14057,14869,62,76,1947,0
2024-01-17,NK,13303,14771,48,51,2039,0
2025-02-04,WN,13303,14869,30,25,397,0
2024-05-10,B6,12478,13930,17,18,611,0
2025-04-10,AA,14771,12892,-4,-2,2166,0
2025-04-23,UA,10397,14057,53,45,219,0
2024-03-18,AA,13303,11433,37,44,397,0
2024-07-23,AS,15016,12892,24,36,654,0
2024-08-18,UA,13204,15016,14,9,1070,0
2025-06-23,WN,14771,15016,15,28,454,0
2024-07-22,B6,14771,14869,72,69,425,0
2024-06-15,UA,10397,14869,11,31,1624,0
2025-02-08,WN,13204,12892,6,23,639,0
2025-07-12,UA,14869,11298,29,38,809,0
2024-03-27,AA,14107,12892,32,28,499,0
2024-09-24,AS,11298,14869,42,48,1721,1
2024-11-12,AA,14869,12266,-6,4,220,0
2024-02-21,F9,14771,12478,68,59,404,0
2024-02-20,NK,14771,13303,82,88,947,0
2025-09-09,NK,15016,13930,57,47,2519,0
2024-11-11,WN,11193,14771,75,84,1508,0
2025-10-11,AS,14057,12892,0,2,2021,0
2024-07-31,AA,10397,12266,58,72,2385,0
2024-10-25,DL,11193,13303,45,52,406,0
2025-11-05,UA,11193,12892,34,32,1377,0
2025-10-05,NK,12266,13930,101,106,1090,0
2025-01-28,UA,15016,11193,51,50,1501,0
2025-06-01,F9,15016,11433,82,72,383,0
2025-08-31,WN,13204,14107,46,48,1575,0
2024-08-03,B6,14869,14107,-4,-2,1133,0
2025-08-25,NK,13204,13930,94,90,1799,0
2024-10-10,WN,15016,14057,35,39,2744,0
2025-10-18,AA,13303,14771,65,80,714,0
2024-05-01,AA,14869,11193,14,23,265,0
2024-06-13,UA,13204,12478,34,33,1310,0
2025-02-14,UA,14869,10397,15,30,1639,0
2025-05-06,AA,13930,10397,61,51,428,0
2025-03-22,B6,14869,15016,35,39,946,0
2024-09-11,WN,12478,11298,65,55,399,0
2025-08-23,DL,12892,14771,21,40,2154,0
2024-06-19,DL,13303,11298,29,43,2231,0
2024-06-11,WN,13204,14771,34,30,495,0
2024-01-18,F9,11298,11193,74,77,349,0
2024-12-16,UA,10397,14107,59,63,1026,0
2024-12-03,AS,12266,12892,-7,-2,378,0
2024-03-17,UA,14869,15016,28,18,2707,0
2024-10-27,NK,12892,12266,23,21,711,0
2024-03-30,F9,11433,11298,32,23,359,0
2024-12-09,NK,15016,14771,115,128,1688,0
2025-05-29,WN,13303,12892,32,44,1493,0
2025-04-20,UA,14869,14057,26,25,2122,0
2024-12-25,WN,13303,12478,50,60,1566,0
2024-01-12,WN,13930,14869,65,69,1124,0
2025-09-09,AA,13204,12266,-1,-11,315,0
2024-09-18,AA,11433,10397,1,-2,2699,0
2024-07-03,WN,11193,10397,20,20,2729,0
2024-12-18,WN,12266,10397,9,29,903,0
2024-11-13,F9,13204,15016,38,48,280,0
2025-04-04,B6,13303,10397,-1,-4,1279,0
2025-09-27,DL,14057,14869,15,34,2115,0
2024-05-18,NK,13204,12478,105,99,1346,0
2025-10-20,WN,11193,13303,7,3,812,0
2025-02-04,AS,14057,11298,29,36,2974,0
2024-10-17,AA,10397,13930,34,38,2315,0
2024-09-22,WN,12478,14057,23,31,1171,0
2025-11-28,DL,14107,11193,-8,-15,1081,0
2025-04-04,WN,11433,15016,76,69,2627,0
2025-07-07,WN,14107,13303,24,39,2971,0
2025-03-04,B6,14057,11433,4,4,980,0
2024-10-24,UA,14771,12478,24,34,2883,0
2024-12-14,NK,12266,14771,48,46,554,0
2024-06-12,DL,14771,12892,25,44,2027,0
2024-05-06,WN,14057,11298,45,35,550,0
2025-05-03,NK,13303,11298,7,17,1408,0
2025-03-01,NK,11433,12478,8,5,479,0
2025-10-30,B6,14057,13930,66,66,1863,0
2025-02-08,UA,11298,13204,47,50,461,0
2025-01-24,AS,13303,14057,44,52,2471,0
2024-08-01,AS,13303,11433,46,42,1522,0
2025-02-23,WN,12892,12266,10,10,283,0
2025-11-23,AA,12266,12478,-3,0,361,0
2024-10-31,NK,13204,14869,58,72,524,0
2024-03-30,AA,14057,11433,17,10,730,0
2024-07-13,DL,11298,10397,43,62,528,0
2025-10-15,AS,11193,13204,1,11,1050,0
2025-06-08,NK,14057,11298,14,24,2434,0
2024-10-14,DL,14771,13930,2,-8,2541,0
2024-06-03,NK,12478,14057,50,40,488,0
2025-09-12,AS,13930,14107,-8,-2,2277,0
2025-06-09,B6,13930,13204,14,26,1025,0
2024-11-23,AS,13303,14107,27,34,2954,1
2025-03-10,DL,11193,14107,45,53,397,0
2025-04-07,DL,14771,12266,28,45,1176,0
2025-01-29,AA,12892,10397,22,40,2258,0
2024-07-19,WN,15016,12266,52,64,1579,0
2025-07-27,B6,11433,14107,68,76,422,0
2025-05-09,UA,14869,11193,8,13,2784,0
2025-09-09,B6,12266,14057,48,46,694,0
2024-05-14,B6,11433,12266,20,30,998,1
2025-05-18,WN,12478,10397,37,50,1190,0
2025-06-05,WN,14057,11433,30,50,1038,0
2025-11-28,F9,12478,13204,41,61,1406,0
2024-06-15,AA,14869,10397,35,43,403,0
2025-05-22,AS,11298,14869,30,49,652,0
2024-03-19,WN,12892,11298,20,20,346,0
2024-05-22,B6,12478,13303,17,16,2399,0
2025-07-21,B6,12892,13303,54,52,2007,0
2025-08-05,B6,13930,11298,64,71,2121,0
2024-07-07,AS,12892,13204,-9,-1,1234,1
2025-08-15,NK,13930,14107,69,80,1336,0
2025-01-10,NK,13303,11433,89,93,2304,0
2024-07-02,WN,10397,13930,17,16,2290,0
2024-11-02,WN,11193,14107,55,72,2937,0
2024-07-19,AA,14869,12478,45,36,2329,0
2025-01-08,DL,12892,14869,-1,-2,2894,0
2025-01-24,WN,11298,13930,21,21,377,0
2024-12-07,AS,14057,15016,-7,4,741,0
2025-09-29,WN,10397,13303,43,56,2910,0
2025-03-15,WN,12478,12892,74,75,1918,0
2024-01-18,NK,12478,11193,54,53,1402,0
2024-04-20,UA,10397,11298,55,45,499,0
2025-11-16,B6,15016,13303,8,5,2982,0
2024-03-25,NK,11433,12892,93,102,2415,0
2025-06-22,DL,11298,14771,-5,-5,287,0
2025-02-16,AS,10397,13930,-9,-13,2775,0
2025-09-26,NK,11298,12892,79,78,1992,0
2025-05-20,F9,11298,12266,29,30,1383,0
2025-09-13,F9,11193,10397,71,64,855,0
2025-04-07,B6,12266,11298,3,1,896,0
2024-07-25,UA,12892,10397,42,35,1511,0
2025-04-19,UA,11298,13930,-1,-3,1522,0
2024-07-06,WN,13303,14771,80,79,2396,0
2024-01-28,F9,14057,13930,73,68,2786,0
2025-06-24,B6,11298,14107,13,29,2814,0
2024-12-28,F9,11298,14771,69,64,556,0
2025-09-28,AS,12478,10397,44,58,2393,0
2024-11-28,F9,15016,14057,22,30,1273,1
2025-01-26,AA,13204,11193,27,39,1265,0
2024-01-14,UA,11433,12892,52,61,582,0
2024-11-24,DL,11433,11298,-8,-17,1184,0
2024-02-08,DL,12478,10397,25,43,2140,0
2024-07-16,WN,12478,13303,23,15,2631,0
2025-02-20,F9,13930,14771,16,29,920,0
2024-12-07,DL,14057,15016,23,39,601,0
2025-06-15,B6,10397,13303,24,29,2504,0
2024-03-22,F9,14107,15016,84,90,2986,0
2024-09-11,UA,13303,12892,-3,-4,1935,0
2025-09-17,NK,12266,13930,88,108,1675,0
2025-08-06,AS,11298,11433,44,53,1163,0
2025-08-28,DL,12892,11193,1,-7,1166,0
2025-01-24,F9,13303,14057,30,50,1373,0
2025-11-30,NK,12478,14771,113,130,1560,0
2024-04-20,AA,10397,11433,11,29,698,0
2024-09-01,NK,14869,13204,114,122,2837,0
2025-07-21,AA,14771,14107,64,61,360,0
2024-09-06,AS,15016,11298,32,48,2311,0
2024-04-28,B6,12892,14107,64,57,1119,0
2025-11-13,B6,14107,13930,45,58,1778,0
2024-07-08,B6,14057,12892,42,48,1695,0
2025-02-20,AA,11193,13204,36,56,2444,0
2024-03-19,AA,13930,13204,35,32,1242,0
2025-09-13,AA,11193,11433,19,17,352,0
2024-10-06,B6,12478,13204,22,28,598,0
2025-01-06,B6,13930,14057,31,32,724,0
2024-11-13,NK,15016,14107,78,81,2085,0
2025-07-05,WN,11193,14057,75,67,2220,0
2024-07-31,UA,14057,11193,14,27,359,0
2024-01-07,UA,14057,15016,19,33,1674,0
2024-10-23,AA,11433,12266,65,71,457,0
2025-10-19,AS,13930,14869,6,3,1622,0
2025-05-11,DL,11193,14107,4,10,2822,0
2024-02-10,AS,13930,14869,39,39,1889,0
2025-10-27,AS,15016,13204,23,16,611,0
2025-02-03,WN,12266,10397,-3,5,1107,0
2025-01-01,B6,13930,11433,-9,-1,2434,0
2024-12-31,AS,12892,14057,25,40,1492,0
2024-12-16,NK,13204,14771,42,50,435,0
2024-02-04,UA,14107,14771,-1,-6,1523,0
2025-03-31,AA,15016,10397,8,-2,524,0
2024-11-22,AA,12266,14107,52,65,2963,0
2025-10-31,DL,12266,11298,6,3,864,0
2025-11-15,AA,14869,13204,15,19,297,0
2024-03-01,AS,15016,14107,4,3,1621,0
2025-07-29,WN,14057,12892,45,45,485,0
2024-02-12,AS,11298,14869,27,29,2636,0
2024-05-15,WN,14107,12478,13,21,2114,0
2024-12-24,WN,13303,14107,5,20,2286,0
2024-08-16,WN,11193,14869,23,35,2649,1
2025-05-12,DL,12266,13930,37,30,1936,0
2024-05-16,AS,14107,12478,39,40,2168,0
2025-01-03,B6,12266,11433,32,27,1537,0
2024-11-19,AA,11433,13930,43,49,2792,0
2024-11-24,AA,11433,13204,6,-3,571,0
2025-05-17,NK,15016,12478,16,27,545,0
2025-10-20,WN,11433,12478,55,54,2756,0
2024-01-11,B6,14057,14869,49,55,1809,0
2024-08-23,NK,11433,14107,28,41,1462,0
2024-05-09,AA,12478,14057,20,29,2870,0
2025-11-09,NK,11193,13303,120,131,2278,0
2025-03-03,NK,12266,13204,24,33,1440,0
2024-10-10,AS,11433,11193,41,61,1025,0
2024-12-21,UA,13204,14057,8,13,1419,0
2025-05-12,DL,14869,13930,20,15,409,0
2025-11-25,UA,14869,14107,50,65,1316,0
2024-09-07,B6,12892,13303,56,51,849,0
2024-03-14,WN,13204,13930,23,29,2997,0
2024-06-13,DL,12478,13303,16,10,1145,0
2025-05-03,DL,14869,12478,37,37,2282,0
2025-01-23,UA,11433,14771,27,20,1024,0
2025-02-20,AS,11298,13204,22,16,1600,0
2024-06-10,AS,14057,11433,-1,1,767,0
2025-09-17,F9,14057,14107,60,65,204,0
2024-03-02,AA,13204,14057,50,60,2332,0
2025-01-10,F9,12478,14869,91,101,759,0
2024-06-12,NK,13204,13303,112,130,1624,0
2024-03-23,AA,14771,13303,11,3,2942,0
2025-01-20,DL,13303,13204,45,52,1562,1
2025-11-16,NK,15016,12892,21,37,2050,0
2025-08-19,NK,13303,11433,61,51,1911,0
2024-07-20,B6,12266,13930,4,5,322,0
2025-10-20,AA,10397,13930,65,85,1624,0
2025-09-29,AS,10397,14057,-3,-3,2190,0
2025-04-07,UA,14771,11193,-10,-11,2023,0
2024-11-02,F9,11433,14057,2,1,1368,0
2024-04-13,B6,14771,12266,73,72,2518,0
2025-05-18,DL,11193,14107,32,30,2037,0
2025-07-19,DL,12892,11298,5,15,1484,0
2024-01-21,NK,11193,14771,90,92,2346,0
2024-03-30,NK,12266,10397,59,53,2756,0
2025-02-15,DL,12892,14057,41,43,2861,0
2025-03-05,UA,14057,11193,19,26,1337,0
2024-06-08,B6,14057,11193,60,55,407,0
2024-11-12,AA,11193,12892,-9,1,207,0
2025-10-20,NK,12892,14057,39,47,692,0
2024-11-23,AS,14057,12892,25,21,2222,0
2024-09-30,AS,10397,12892,-6,-9,2942,0
2025-05-16,DL,14057,12478,-10,-16,982,0
2024-12-07,F9,11193,12266,7,19,2763,0
2025-01-02,NK,14057,11433,55,71,2975,0
2025-04-13,NK,11193,14107,39,54,1359,0
2024-06-19,DL,14057,13303,11,9,2870,0
2024-08-20,B6,14869,11298,50,53,926,0
2025-11-11,NK,11298,12478,59,70,2384,0
2025-08-04,F9,12266,13303,52,57,1449,0
2024-04-08,NK,11193,12478,16,23,2629,0
2024-02-13,UA,12266,12892,59,53,1162,0
2024-09-02,F9,12266,13303,90,107,1307,0
2024-09-09,AS,10397,11298,12,13,2104,0
2024-04-14,B6,12478,11193,40,47,1284,0
2024-02-05,B6,14869,11298,-4,13,694,0
2025-05-10,B6,11193,12478,19,24,1335,0
2024-05-11,WN,12478,14057,27,41,2492,0
2024-01-22,UA,13204,11193,30,34,1719,0
2024-04-10,WN,11433,12892,24,29,1651,0
2024-11-03,F9,15016,14057,-4,5,2728,0
2025-06-25,UA,12478,10397,40,51,2223,0
2025-10-14,NK,13204,12478,21,23,2889,1
2025-03-17,WN,12892,14771,73,75,894,0
2024-11-14,WN,13930,12892,80,96,1797,0
2024-03-17,WN,14869,12478,11,8,2438,0
2024-08-11,B6,11193,14057,67,59,334,0
2024-10-28,B6,12266,13204,36,46,220,0
2024-08-10,AS,14107,12478,20,40,2463,0
2025-06-01,AS,12266,14057,19,29,2023,0
2025-03-19,B6,14107,13204,43,61,313,0
2025-03-28,DL,14771,14869,5,25,1016,0
2024-04-16,AA,14107,11193,-8,-4,538,0
2025-03-05,AA,13303,13204,64,62,814,0
2025-11-06,DL,14107,11193,-9,0,2727,0
2025-10-31,NK,14057,12892,82,81,788,0
2024-09-28,B6,11193,13930,6,10,1911,0
2025-11-03,NK,14107,12266,84,86,264,0
2024-03-06,NK,14869,13930,9,20,229,0
2024-09-29,WN,11433,14869,40,32,1187,0
2024-03-25,UA,13303,13930,40,43,2901,0
2025-10-22,NK,12892,12478,119,119,1101,0
2024-12-16,DL,14869,12266,-1,2,2467,0
2024-03-12,NK,13204,13303,63,55,2604,0
2025-02-09,AS,11433,15016,-6,-14,493,0
2025-05-22,B6,14107,10397,45,64,2783,0
2024-05-21,AA,14771,13204,17,25,1640,0
2024-05-09,F9,15016,12478,39,30,1702,0
2025-06-22,NK,14107,14057,12,12,1728,0
2025-10-05,WN,13930,14771,8,23,1138,0
2025-08-15,NK,12478,15016,93,101,2043,0
2025-07-01,UA,11433,14771,-3,6,2574,0
2025-03-20,AS,14107,11193,34,44,1280,0
2024-04-05,UA,15016,10397,13,19,2362,0
2024-08-31,AA,13303,12478,6,23,2947,0
2025-05-12,NK,13303,14771,19,22,905,0
2025-08-25,B6,12478,11298,25,26,1376,0
2025-08-19,B6,12266,14107,59,49,722,0
2024-06-21,NK,11298,11193,91,86,1126,0
2024-08-14,UA,13930,14107,17,34,1937,0
2025-04-09,B6,15016,11298,47,66,1087,0
2024-01-01,AA,13303,10397,53,64,481,0
2024-04-11,AA,14107,12478,24,37,1880,0
2024-07-30,F9,11298,10397,31,24,418,0
2024-06-21,DL,13930,14771,20,22,2545,0
2025-10-25,NK,12478,11193,69,88,2914,0
2024-10-20,NK,11298,11433,50,57,642,0
2025-07-07,NK,10397,11298,52,47,1661,0
2024-07-29,UA,15016,14869,29,28,1738,0
2024-03-19,DL,11193,11298,-8,-1,1862,0
2025-01-06,F9,11298,15016,31,43,301,0
2025-07-13,B6,13303,15016,-8,-7,936,0
2025-01-02,F9,14057,12892,21,23,2506,0
2024-08-19,AA,12478,14771,2,8,2860,0
2025-05-26,F9,13204,14869,12,27,2433,0
2025-02-03,NK,12266,14057,117,134,2552,0
2024-10-29,AA,13204,12478,43,52,1691,0
2025-05-28,F9,13930,14771,22,31,825,0
2024-01-11,UA,11193,12478,6,14,710,0
2024-04-15,WN,12892,11193,15,12,2112,0
2024-07-05,B6,11433,13303,17,17,508,0
2024-06-09,B6,13303,14771,27,27,1326,0
2024-08-10,DL,11298,15016,4,5,2511,0
2024-07-27,DL,12478,11193,36,32,2286,1
2025-07-06,B6,12478,13204,2,20,1293,0
2025-03-31,WN,12892,14107,27,41,370,0
2025-03-31,WN,14107,12266,74,73,2230,0
2024-01-12,UA,14771,11433,24,42,704,0
2024-07-29,AA,14057,11193,-5,10,619,0
2025-10-25,UA,13204,14869,1,7,353,0
2025-06-05,NK,15016,12478,60,75,2453,0
2025-06-04,WN,13204,13930,13,15,376,0
2025-10-14,F9,14107,13204,54,72,1085,0
2024-09-12,B6,12892,13204,11,5,2564,0
2025-04-05,NK,13204,12892,108,99,431,0
2025-02-20,AS,11298,13930,10,4,2760,0
2025-04-14,AA,14057,15016,23,40,478,0
2025-05-05,DL,13930,12478,17,16,892,0
2025-03-20,WN,11193,13204,25,38,2282,0
2025-01-25,UA,10397,11433,48,58,1560,0
2024-05-25,B6,13930,11433,-9,-3,1064,1
2024-11-20,DL,14057,12478,32,48,741,0
2025-10-29,F9,12266,11193,30,30,2554,0
2025-06-08,AA,12266,12892,39,52,284,0
2025-09-07,NK,12266,13303,25,34,1650,0
2025-06-02,UA,11298,11433,33,42,2195,0
2024-10-02,AS,13204,11433,-6,7,554,0
2024-09-23,B6,11193,15016,29,20,977,0
2025-07-26,AA,14107,10397,34,51,513,0
2025-11-25,F9,15016,11298,99,100,1012,0
2025-01-13,AA,13204,15016,57,51,2646,0
2024-02-22,DL,13204,14107,6,10,836,0
2024-04-14,NK,10397,13303,66,80,2882,0
2025-05-23,B6,11298,12266,-7,9,2286,0
2024-04-14,UA,12892,14771,58,74,1040,0
2025-09-28,UA,15016,13930,0,6,2354,0
2024-07-16,F9,15016,14057,7,13,1566,0
2024-10-10,DL,11298,14869,29,30,322,0
2024-11-25,F9,10397,11433,83,90,1022,0
2024-06-26,NK,11298,13303,55,52,1506,0
2025-05-27,B6,13930,15016,68,82,2894,0
2025-02-08,UA,12478,14057,52,68,2871,0
2024-11-27,B6,12478,11433,22,40,2750,0
2024-06-02,WN,11193,11433,2,2,2655,0
2025-06-06,AA,12478,15016,57,58,2130,0
2024-12-08,F9,12478,11298,79,86,580,0
2024-12-26,NK,12892,12478,56,55,1214,0
2025-07-13,DL,14869,13204,24,20,1089,0
2024-06-12,UA,12892,14771,1,8,852,0
2025-08-28,AA,11193,14057,27,28,942,0
2024-02-22,WN,15016,13204,80,92,2384,0
2024-10-05,AS,11433,13930,-7,7,1970,0
2025-06-30,AS,15016,12892,-7,-3,333,0
2025-01-07,AS,14107,12478,48,60,2270,0
2025-10-22,UA,14869,15016,3,-1,564,0
2025-07-12,DL,12892,14869,-3,0,771,0
2024-03-13,NK,11433,14057,14,9,689,0
2025-08-31,AA,14057,11193,16,24,2278,0
2025-05-14,F9,14771,14107,18,17,2691,0
2025-05-17,AS,13204,10397,21,17,1515,0
2025-07-13,AA,15016,14107,8,22,1065,0
2025-01-27,F9,14107,12478,5,20,449,0
2024-09-05,F9,11298,13303,64,80,1831,0
2024-10-29,UA,12892,14057,52,50,2128,0
2024-03-06,F9,13930,12266,3,5,1203,0
2024-04-14,B6,12892,14107,-1,5,2893,0
2025-10-10,WN,11193,15016,75,80,859,0
2025-03-30,NK,11193,13204,-5,9,2182,0
2025-01-09,B6,12478,14869,-5,14,2617,0
2024-03-15,AA,13303,14869,1,-8,2433,0
2024-08-27,AS,13930,12266,49,40,2406,0
2025-02-26,DL,13930,13303,43,51,1437,0
2025-03-02,AS,11433,15016,34,42,2060,0
2025-01-22,WN,11433,11193,51,55,2146,0
2024-10-02,B6,13204,11298,39,31,1375,0
2024-03-12,NK,14107,14869,107,109,2531,0
2025-01-26,NK,12478,12892,59,64,2209,0
2024-08-07,AS,12892,14057,-6,-1,795,0
2025-07-26,DL,14057,10397,37,35,884,0
2025-10-30,UA,12892,11298,13,3,1837,0
2024-01-24,NK,13204,12478,30,29,1429,0
2025-04-05,WN,14869,12478,59,58,2396,0
2024-11-02,F9,12266,13204,0,1,2904,0
2025-04-23,UA,10397,14107,-5,-9,1704,0
2024-04-29,AS,15016,12478,31,21,2953,0
2024-04-24,AA,12478,15016,32,42,1292,0
2024-12-14,AA,12266,10397,14,22,1417,0
2025-08-10,WN,11193,12478,22,40,1229,0
2024-03-12,AS,14107,10397,19,25,2735,0
2024-11-17,WN,15016,13204,78,72,1861,0
2024-03-01,UA,12478,13204,24,18,1976,0
2024-06-09,NK,11433,13930,113,129,2470,0
2025-08-18,AS,12478,14107,30,34,906,0
2024-06-18,F9,14869,13204,55,55,1575,0
2025-11-15,AA,13204,12266,3,-1,1974,0
2024-09-21,B6,13204,11298,-7,4,386,0
2024-07-31,AS,12266,14107,6,14,1409,0
2025-07-22,DL,11298,11433,27,21,2307,0
2025-09-18,F9,14869,11433,65,72,223,0
2024-09-28,NK,14869,10397,119,129,2569,0
2025-03-30,UA,14771,14057,58,68,1357,0
2025-02-24,UA,11193,11433,-2,16,289,0
2025-05-17,NK,14771,13930,8,2,2802,0
2024-01-05,WN,14869,13303,49,47,454,0
2025-09-17,WN,11193,12478,56,56,2351,0
2024-01-25,AS,11193,13930,35,52,1073,0
2025-05-29,AA,12892,10397,2,20,1214,0
2025-10-29,AA,11433,14057,46,65,1874,0
2025-09-12,DL,14771,11433,16,22,633,0
2024-01-17,AA,12266,10397,59,65,873,0
2024-07-30,WN,15016,14869,41,59,1011,0
2025-01-14,WN,12266,13204,12,23,2942,0
2024-09-03,WN,13303,14771,2,4,656,0
2025-06-25,F9,13930,12266,1,6,1584,0
2025-09-17,F9,11298,12892,43,57,1142,0
2024-08-16,AA,12266,11193,24,16,236,0
2025-01-07,AS,14869,11298,14,13,1476,0
2025-05-16,B6,14057,13303,62,75,809,0
2024-10-11,UA,13303,11433,9,22,2885,0
